"W.L" "Date" "PF" "Opponent" "PA" "Bowl" "Other" "Month" "Day" "Year" "Team" "offName"
"L" "01-01-1954" 20 "Michigan St." 28 "Rose Bowl" 0 1 1 1954 "UCLA" "University of California: Los Angeles"
"L" "01-02-1956" 14 "Michigan St." 17 "Rose Bowl" 0 1 2 1956 "UCLA" "University of California: Los Angeles"
"L" "01-01-1962" 3 "Minnesota" 21 "Rose Bowl" 0 1 1 1962 "UCLA" "University of California: Los Angeles"
"W" "01-01-1966" 14 "Michigan St." 12 "Rose Bowl" 0 1 1 1966 "UCLA" "University of California: Los Angeles"
"W" "01-01-1976" 23 "Ohio St." 10 "Rose Bowl" 0 1 1 1976 "UCLA" "University of California: Los Angeles"
"L" "12-20-1976" 6 "Alabama" 36 "Liberty Bowl" 0 12 20 1976 "UCLA" "University of California: Los Angeles"
"T" "12-25-1978" 10 "Arkansas" 10 "Fiesta Bowl" 0 12 25 1978 "UCLA" "University of California: Los Angeles"
"L" "12-31-1981" 14 "Michigan" 33 "Bluebonnet Bowl" 0 12 31 1981 "UCLA" "University of California: Los Angeles"
"W" "01-01-1983" 24 "Michigan" 14 "Rose Bowl" 0 1 1 1983 "UCLA" "University of California: Los Angeles"
"W" "01-02-1984" 45 "Illinois" 9 "Rose Bowl" 0 1 2 1984 "UCLA" "University of California: Los Angeles"
"W" "01-01-1985" 39 "Miami (FL)" 37 "Fiesta Bowl" 0 1 1 1985 "UCLA" "University of California: Los Angeles"
"W" "01-01-1986" 45 "Iowa" 28 "Rose Bowl" 0 1 1 1986 "UCLA" "University of California: Los Angeles"
"W" "12-30-1986" 31 "Brigham Young (UT)" 10 "Freedom Bowl" 0 12 30 1986 "UCLA" "University of California: Los Angeles"
"W" "12-25-1987" 20 "Florida" 16 "Aloha Bowl" 0 12 25 1987 "UCLA" "University of California: Los Angeles"
"W" "01-02-1989" 17 "Arkansas" 3 "Cotton Bowl" 0 1 2 1989 "UCLA" "University of California: Los Angeles"
"W" "12-31-1991" 6 "Illinois" 3 "Sun Bowl" 0 12 31 1991 "UCLA" "University of California: Los Angeles"
"L" "01-01-1994" 16 "Wisconsin" 21 "Rose Bowl" 0 1 1 1994 "UCLA" "University of California: Los Angeles"
"L" "12-25-1995" 30 "Kansas" 51 "Aloha Bowl" 0 12 25 1995 "UCLA" "University of California: Los Angeles"
"W" "01-01-1998" 29 "Texas A&M" 23 "Cotton Bowl" 0 1 1 1998 "UCLA" "University of California: Los Angeles"
"L" "01-01-1999" 31 "Wisconsin" 38 "Rose Bowl" 0 1 1 1999 "UCLA" "University of California: Los Angeles"
"L" "12-29-2000" 20 "Wisconsin" 21 "Sun Bowl" 0 12 29 2000 "UCLA" "University of California: Los Angeles"
"W" "12-25-2002" 27 "New Mexico" 13 "Las Vegas Bowl" 0 12 25 2002 "UCLA" "University of California: Los Angeles"
"L" "12-30-2003" 9 "Fresno St. (CA)" 17 "Silicon Valley Classic" 0 12 30 2003 "UCLA" "University of California: Los Angeles"
"L" "12-23-2004" 21 "Wyoming" 24 "Las Vegas Bowl" 0 12 23 2004 "UCLA" "University of California: Los Angeles"
"W" "12-30-2005" 50 "Northwestern (IL)" 38 "Sun Bowl" 0 12 30 2005 "UCLA" "University of California: Los Angeles"
"L" "12-27-2006" 27 "Florida St." 44 "Emerald Bowl - Florida St. Vacated Game" 0 12 27 2006 "UCLA" "University of California: Los Angeles"
"L" "12-22-2007" 16 "Brigham Young (UT)" 17 "Las Vegas Bowl" 0 12 22 2007 "UCLA" "University of California: Los Angeles"
"W" "12-29-2009" 30 "Temple (PA)" 21 "EagleBank Bowl" 0 12 29 2009 "UCLA" "University of California: Los Angeles"
"L" "12-31-2011" 14 "Illinois" 20 "Kraft Fight Hunger Bowl" 0 12 31 2011 "UCLA" "University of California: Los Angeles"
"W" "01-02-1939" 32 "Hawaii" 7 "Poi Bowl" 1 1 2 1939 "UCLA" "University of California: Los Angeles"
"W" "11-30-1980" 34 "Oregon St." 3 "Mirage Bowl" 1 11 30 1980 "UCLA" "University of California: Los Angeles"
"W" "01-02-1939" 26 "New Mexico" 0 "Sun Bowl" 0 1 2 1939 "Utah" "University of Utah"
"W" "12-19-1964" 32 "West Virginia" 6 "Liberty Bowl" 0 12 19 1964 "Utah" "University of Utah"
"L" "12-29-1992" 28 "Washington St." 31 "Copper Bowl" 0 12 29 1992 "Utah" "University of Utah"
"L" "12-30-1993" 21 "Southern California" 28 "Freedom Bowl" 0 12 30 1993 "Utah" "University of Utah"
"W" "12-27-1994" 16 "Arizona" 13 "Freedom Bowl" 0 12 27 1994 "Utah" "University of Utah"
"L" "12-27-1996" 10 "Wisconsin" 38 "Copper Bowl" 0 12 27 1996 "Utah" "University of Utah"
"W" "12-18-1999" 17 "Fresno St. (CA)" 16 "Las Vegas Bowl" 0 12 18 1999 "Utah" "University of Utah"
"W" "12-25-2001" 10 "Southern California" 6 "Las Vegas Bowl" 0 12 25 2001 "Utah" "University of Utah"
"W" "12-31-2003" 17 "Southern Mississippi" 0 "Liberty Bowl" 0 12 31 2003 "Utah" "University of Utah"
"W" "01-01-2005" 35 "Pittsburgh (PA)" 7 "Fiesta Bowl" 0 1 1 2005 "Utah" "University of Utah"
"W" "12-29-2005" 38 "Georgia Tech" 10 "Emerald Bowl" 0 12 29 2005 "Utah" "University of Utah"
"W" "12-23-2006" 25 "Tulsa (OK)" 13 "Armed Forces Bowl" 0 12 23 2006 "Utah" "University of Utah"
"W" "12-20-2007" 35 "Navy (MD)" 32 "Poinsettia Bowl" 0 12 20 2007 "Utah" "University of Utah"
"W" "01-02-2009" 31 "Alabama" 17 "Sugar Bowl" 0 1 2 2009 "Utah" "University of Utah"
"W" "12-23-2009" 37 "California" 27 "Poinsettia Bowl" 0 12 23 2009 "Utah" "University of Utah"
"L" "12-22-2010" 3 "Boise St. (ID)" 26 "Las Vegas Bowl" 0 12 22 2010 "Utah" "University of Utah"
"W" "12-31-2011" 30 "Georgia Tech" 27 "Sun Bowl" 0 12 31 2011 "Utah" "University of Utah"
"L" "01-01-1947" 16 "Hawaii" 19 "Pineapple Bowl" 1 1 1 1947 "Utah" "University of Utah"
"L" "01-01-1947" 0 "San Jose St. (CA)" 20 "Raisin Bowl" 0 1 1 1947 "Utah St." "Utah State University"
"L" "12-31-1960" 13 "New Mexico St." 20 "Sun Bowl" 0 12 31 1960 "Utah St." "Utah State University"
"L" "12-09-1961" 9 "Baylor (TX)" 24 "Gotham Bowl" 0 12 9 1961 "Utah St." "Utah State University"
"W" "12-17-1993" 42 "Ball St. (IN)" 33 "Las Vegas Bowl" 0 12 17 1993 "Utah St." "Utah State University"
"L" "12-29-1997" 19 "Cincinnati (OH)" 35 "Humanitarian Bowl" 0 12 29 1997 "Utah St." "Utah State University"
"L" "12-17-2011" 23 "Ohio" 24 "Idaho Potato Bowl" 0 12 17 2011 "Utah St." "Utah State University"
"L" "12-13-1947" 21 "Pacific (CA)" 35 "Grape Bowl" 1 12 13 1947 "Utah St." "Utah State University"
"W" "12-31-1955" 25 "Auburn (AL)" 13 "Gator Bowl" 1 12 31 1955 "Vanderbilt (TN)" "Vanderbilt University"
"T" "12-28-1974" 6 "Texas Tech" 6 "Peach Bowl" 1 12 28 1974 "Vanderbilt (TN)" "Vanderbilt University"
"L" "12-31-1982" 28 "Air Force (CO)" 36 "Hall of Fame Classic" 1 12 31 1982 "Vanderbilt (TN)" "Vanderbilt University"
"W" "12-31-2008" 16 "Boston College (MA)" 14 "Music City Bowl" 1 12 31 2008 "Vanderbilt (TN)" "Vanderbilt University"
"L" "12-31-2011" 24 "Cincinnati (OH)" 31 "Liberty Bowl" 1 12 31 2011 "Vanderbilt (TN)" "Vanderbilt University"
"W" "12-31-1984" 27 "Purdue (IN)" 24 "Peach Bowl" 1 12 31 1984 "Virginia" "University of Virginia"
"W" "12-22-1987" 22 "Brigham Young (UT)" 16 "All-American Bowl (2)" 1 12 22 1987 "Virginia" "University of Virginia"
"L" "01-01-1990" 21 "Illinois" 31 "Florida Citrus Bowl" 1 1 1 1990 "Virginia" "University of Virginia"
"L" "01-01-1991" 22 "Tennessee" 23 "Sugar Bowl" 1 1 1 1991 "Virginia" "University of Virginia"
"L" "12-29-1991" 14 "Oklahoma" 48 "Gator Bowl" 1 12 29 1991 "Virginia" "University of Virginia"
"L" "01-01-1994" 13 "Boston College (MA)" 31 "Carquest Bowl" 1 1 1 1994 "Virginia" "University of Virginia"
"W" "12-28-1994" 20 "Texas Christian" 10 "Independence Bowl" 1 12 28 1994 "Virginia" "University of Virginia"
"W" "12-30-1995" 34 "Georgia" 27 "Peach Bowl" 1 12 30 1995 "Virginia" "University of Virginia"
"L" "12-27-1996" 21 "Miami (FL)" 31 "Carquest Bowl" 1 12 27 1996 "Virginia" "University of Virginia"
"L" "12-31-1998" 33 "Georgia" 35 "Peach Bowl" 1 12 31 1998 "Virginia" "University of Virginia"
"L" "12-30-1999" 21 "Illinois" 63 "Micron PC Bowl" 1 12 30 1999 "Virginia" "University of Virginia"
"L" "12-24-2000" 14 "Georgia" 37 "Oahu Classic" 1 12 24 2000 "Virginia" "University of Virginia"
"W" "12-28-2002" 48 "West Virginia" 22 "Continental Tire Bowl" 1 12 28 2002 "Virginia" "University of Virginia"
"W" "12-27-2003" 23 "Pittsburgh (PA)" 16 "Continental Tire Bowl" 1 12 27 2003 "Virginia" "University of Virginia"
"L" "12-27-2004" 34 "Fresno St. (CA)" 37 "MPC Computers Bowl" 1 12 27 2004 "Virginia" "University of Virginia"
"W" "12-30-2005" 34 "Minnesota" 31 "Music City Bowl" 1 12 30 2005 "Virginia" "University of Virginia"
"L" "01-01-2008" 28 "Texas Tech" 31 "Gator Bowl" 1 1 1 2008 "Virginia" "University of Virginia"
"L" "12-31-2011" 24 "Auburn (AL)" 43 "Peach Bowl" 1 12 31 2011 "Virginia" "University of Virginia"
"L" "01-01-1947" 6 "Cincinnati (OH)" 18 "Sun Bowl" 1 1 1 1947 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-10-1966" 7 "Miami (FL)" 14 "Liberty Bowl" 1 12 10 1966 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-14-1968" 17 "Mississippi" 34 "Liberty Bowl" 1 12 14 1968 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-02-1981" 10 "Miami (FL)" 20 "Peach Bowl" 1 1 2 1981 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-15-1984" 7 "Air Force (CO)" 23 "Independence Bowl" 1 12 15 1984 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "12-31-1986" 25 "North Carolina St." 24 "Peach Bowl" 1 12 31 1986 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "12-31-1993" 45 "Indiana" 20 "Independence Bowl" 1 12 31 1993 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-30-1994" 23 "Tennessee" 45 "Gator Bowl" 1 12 30 1994 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "12-31-1995" 28 "Texas" 10 "Sugar Bowl" 1 12 31 1995 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-31-1996" 21 "Nebraska" 41 "Orange Bowl" 1 12 31 1996 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-01-1998" 3 "North Carolina" 42 "Gator Bowl" 1 1 1 1998 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "12-29-1998" 38 "Alabama" 7 "Music City Bowl" 1 12 29 1998 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-04-2000" 29 "Florida St." 46 "Sugar Bowl" 1 1 4 2000 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "01-01-2001" 41 "Clemson (SC)" 20 "Gator Bowl" 1 1 1 2001 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-01-2002" 17 "Florida St." 30 "Gator Bowl" 1 1 1 2002 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "12-31-2002" 20 "Air Force (CO)" 13 "San Francisco Bowl" 1 12 31 2002 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-26-2003" 49 "California" 52 "Insight Bowl" 1 12 26 2003 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-03-2005" 13 "Auburn (AL)" 16 "Sugar Bowl" 1 1 3 2005 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "01-02-2006" 35 "Louisville (KY)" 24 "Gator Bowl" 1 1 2 2006 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "12-30-2006" 24 "Georgia" 31 "Peach Bowl" 1 12 30 2006 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-03-2008" 21 "Kansas" 24 "Orange Bowl" 1 1 3 2008 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "01-01-2009" 20 "Cincinnati (OH)" 7 "Orange Bowl" 1 1 1 2009 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "12-31-2009" 37 "Tennessee" 14 "Peach Bowl" 1 12 31 2009 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-03-2011" 12 "Stanford (CA)" 40 "Orange Bowl" 1 1 3 2011 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"L" "01-03-2012" 20 "Michigan" 23 "Sugar Bowl" 1 1 3 2012 "Virginia Tech" "Virginia Polytechnic Institute & State University"
"W" "01-01-1946" 26 "South Carolina" 14 "Gator Bowl" 0 1 1 1946 "Wake Forest (NC)" "Wake Forest University"
"L" "01-01-1949" 7 "Baylor (TX)" 20 "Dixie Bowl" 0 1 1 1949 "Wake Forest (NC)" "Wake Forest University"
"L" "12-22-1979" 10 "Louisiana St." 34 "Tangerine Bowl" 0 12 22 1979 "Wake Forest (NC)" "Wake Forest University"
"W" "12-31-1992" 39 "Oregon" 35 "Independence Bowl" 0 12 31 1992 "Wake Forest (NC)" "Wake Forest University"
"W" "12-25-1999" 23 "Arizona St." 3 "Aloha Classic" 0 12 25 1999 "Wake Forest (NC)" "Wake Forest University"
"W" "12-30-2002" 38 "Oregon" 17 "Seattle Bowl" 0 12 30 2002 "Wake Forest (NC)" "Wake Forest University"
"L" "01-02-2007" 13 "Louisville (KY)" 24 "Orange Bowl" 0 1 2 2007 "Wake Forest (NC)" "Wake Forest University"
"W" "12-29-2007" 24 "Connecticut" 10 "Meineke Car Care Bowl" 0 12 29 2007 "Wake Forest (NC)" "Wake Forest University"
"W" "12-20-2008" 29 "Navy (MD)" 19 "EagleBank Bowl" 0 12 20 2008 "Wake Forest (NC)" "Wake Forest University"
"L" "12-30-2011" 17 "Mississippi St." 23 "Music City Bowl" 0 12 30 2011 "Wake Forest (NC)" "Wake Forest University"
"L" "11-27-1982" 17 "Clemson (SC)" 21 "Mirage Bowl" 1 11 27 1982 "Wake Forest (NC)" "Wake Forest University"
"T" "01-01-1924" 14 "Navy (MD)" 14 "Rose Bowl" 0 1 1 1924 "Washington" "University of Washington"
"L" "01-01-1926" 19 "Alabama" 20 "Rose Bowl" 0 1 1 1926 "Washington" "University of Washington"
"L" "01-01-1937" 0 "Pittsburgh (PA)" 21 "Rose Bowl" 0 1 1 1937 "Washington" "University of Washington"
"L" "01-01-1944" 0 "Southern California" 29 "Rose Bowl" 0 1 1 1944 "Washington" "University of Washington"
"W" "01-01-1960" 44 "Wisconsin" 8 "Rose Bowl" 0 1 1 1960 "Washington" "University of Washington"
"W" "01-02-1961" 17 "Minnesota" 7 "Rose Bowl" 0 1 2 1961 "Washington" "University of Washington"
"L" "01-01-1964" 7 "Illinois" 17 "Rose Bowl" 0 1 1 1964 "Washington" "University of Washington"
"W" "01-02-1978" 27 "Michigan" 20 "Rose Bowl" 0 1 2 1978 "Washington" "University of Washington"
"W" "12-22-1979" 14 "Texas" 7 "Sun Bowl" 0 12 22 1979 "Washington" "University of Washington"
"L" "01-01-1981" 6 "Michigan" 23 "Rose Bowl" 0 1 1 1981 "Washington" "University of Washington"
"W" "01-01-1982" 28 "Iowa" 0 "Rose Bowl" 0 1 1 1982 "Washington" "University of Washington"
"W" "12-25-1982" 21 "Maryland" 20 "Aloha Bowl" 0 12 25 1982 "Washington" "University of Washington"
"L" "12-26-1983" 10 "Penn St." 13 "Aloha Bowl" 0 12 26 1983 "Washington" "University of Washington"
"W" "01-01-1985" 28 "Oklahoma" 17 "Orange Bowl" 0 1 1 1985 "Washington" "University of Washington"
"W" "12-30-1985" 20 "Colorado" 17 "Freedom Bowl" 0 12 30 1985 "Washington" "University of Washington"
"L" "12-25-1986" 6 "Alabama" 28 "Sun Bowl" 0 12 25 1986 "Washington" "University of Washington"
"W" "12-19-1987" 24 "Tulane (LA)" 12 "Independence Bowl" 0 12 19 1987 "Washington" "University of Washington"
"W" "12-30-1989" 34 "Florida" 7 "Freedom Bowl" 0 12 30 1989 "Washington" "University of Washington"
"W" "01-01-1991" 46 "Iowa" 34 "Rose Bowl" 0 1 1 1991 "Washington" "University of Washington"
"W" "01-01-1992" 34 "Michigan" 14 "Rose Bowl" 0 1 1 1992 "Washington" "University of Washington"
"L" "01-01-1993" 31 "Michigan" 38 "Rose Bowl" 0 1 1 1993 "Washington" "University of Washington"
"L" "12-29-1995" 18 "Iowa" 38 "Sun Bowl" 0 12 29 1995 "Washington" "University of Washington"
"L" "12-30-1996" 21 "Colorado" 33 "Holiday Bowl (1)" 0 12 30 1996 "Washington" "University of Washington"
"W" "12-25-1997" 51 "Michigan St." 23 "Aloha Bowl" 0 12 25 1997 "Washington" "University of Washington"
"L" "12-25-1998" 25 "Air Force (CO)" 45 "Oahu Classic" 0 12 25 1998 "Washington" "University of Washington"
"L" "12-29-1999" 20 "Kansas St." 24 "Holiday Bowl (1)" 0 12 29 1999 "Washington" "University of Washington"
"W" "01-01-2001" 34 "Purdue (IN)" 24 "Rose Bowl" 0 1 1 2001 "Washington" "University of Washington"
"L" "12-28-2001" 43 "Texas" 47 "Holiday Bowl (1)" 0 12 28 2001 "Washington" "University of Washington"
"L" "12-31-2002" 24 "Purdue (IN)" 34 "Sun Bowl" 0 12 31 2002 "Washington" "University of Washington"
"W" "12-30-2010" 19 "Nebraska" 7 "Holiday Bowl" 0 12 30 2010 "Washington" "University of Washington"
"L" "12-29-2011" 56 "Baylor (TX)" 67 "Alamo Bowl" 0 12 29 2011 "Washington" "University of Washington"
"W" "01-01-1938" 53 "Hawaii" 13 "Poi Bowl" 1 1 1 1938 "Washington" "University of Washington"
"W" "01-01-1916" 14 "Brown (RI)" 0 "Tournament of Roses Game" 0 1 1 1916 "Washington St." "Washington State University"
"L" "01-01-1931" 0 "Alabama" 24 "Rose Bowl" 0 1 1 1931 "Washington St." "Washington State University"
"L" "12-18-1981" 36 "Brigham Young (UT)" 38 "Holiday Bowl (1)" 0 12 18 1981 "Washington St." "Washington State University"
"W" "12-25-1988" 24 "Houston (TX)" 22 "Aloha Bowl" 0 12 25 1988 "Washington St." "Washington State University"
"W" "12-29-1992" 31 "Utah" 28 "Copper Bowl" 0 12 29 1992 "Washington St." "Washington State University"
"W" "12-31-1994" 10 "Baylor (TX)" 3 "Alamo Bowl" 0 12 31 1994 "Washington St." "Washington State University"
"L" "01-01-1998" 16 "Michigan" 21 "Rose Bowl" 0 1 1 1998 "Washington St." "Washington State University"
"W" "12-31-2001" 33 "Purdue (IN)" 27 "Sun Bowl" 0 12 31 2001 "Washington St." "Washington State University"
"L" "01-01-2003" 14 "Oklahoma" 34 "Rose Bowl" 0 1 1 2003 "Washington St." "Washington State University"
"W" "12-30-2003" 28 "Texas" 20 "Holiday Bowl (1)" 0 12 30 2003 "Washington St." "Washington State University"
"T" "11-28-1987" 17 "California" 17 "Coco-Cola Classic" 1 11 28 1987 "Washington St." "Washington State University"
"W" "12-25-1922" 21 "Gonzaga (WA)" 13 "San Diego E-W Christmas Classic" 1 12 25 1922 "West Virginia" "West Virginia University"
"W" "01-01-1938" 7 "Texas Tech" 6 "Sun Bowl" 1 1 1 1938 "West Virginia" "West Virginia University"
"W" "01-01-1949" 21 "Texas-El Paso" 12 "Sun Bowl" 1 1 1 1949 "West Virginia" "West Virginia University"
"L" "01-01-1954" 19 "Georgia Tech" 42 "Sugar Bowl" 1 1 1 1954 "West Virginia" "West Virginia University"
"L" "12-19-1964" 6 "Utah" 32 "Liberty Bowl" 1 12 19 1964 "West Virginia" "West Virginia University"
"W" "12-30-1969" 14 "South Carolina" 3 "Peach Bowl" 1 12 30 1969 "West Virginia" "West Virginia University"
"L" "12-29-1972" 13 "North Carolina St." 49 "Peach Bowl" 1 12 29 1972 "West Virginia" "West Virginia University"
"W" "12-31-1975" 13 "North Carolina St." 10 "Peach Bowl" 1 12 31 1975 "West Virginia" "West Virginia University"
"W" "12-31-1981" 26 "Florida" 6 "Peach Bowl" 1 12 31 1981 "West Virginia" "West Virginia University"
"L" "12-30-1982" 12 "Florida St." 31 "Gator Bowl" 1 12 30 1982 "West Virginia" "West Virginia University"
"W" "12-22-1983" 20 "Kentucky" 16 "Hall of Fame Classic" 1 12 22 1983 "West Virginia" "West Virginia University"
"W" "12-31-1984" 31 "Texas Christian" 14 "Bluebonnet Bowl" 1 12 31 1984 "West Virginia" "West Virginia University"
"L" "12-25-1987" 33 "Oklahoma St." 35 "Sun Bowl" 1 12 25 1987 "West Virginia" "West Virginia University"
"L" "01-02-1989" 21 "Notre Dame (IN)" 34 "Fiesta Bowl" 1 1 2 1989 "West Virginia" "West Virginia University"
"L" "12-30-1989" 7 "Clemson (SC)" 27 "Gator Bowl" 1 12 30 1989 "West Virginia" "West Virginia University"
"L" "01-01-1994" 7 "Florida" 41 "Sugar Bowl" 1 1 1 1994 "West Virginia" "West Virginia University"
"L" "01-02-1995" 21 "South Carolina" 24 "Carquest Bowl" 1 1 2 1995 "West Virginia" "West Virginia University"
"L" "01-01-1997" 13 "North Carolina" 20 "Gator Bowl" 1 1 1 1997 "West Virginia" "West Virginia University"
"L" "12-29-1997" 30 "Georgia Tech" 35 "Carquest Bowl" 1 12 29 1997 "West Virginia" "West Virginia University"
"L" "12-26-1998" 31 "Missouri" 34 "Insight.com Bowl" 1 12 26 1998 "West Virginia" "West Virginia University"
"W" "12-28-2000" 49 "Mississippi" 38 "Music City Bowl" 1 12 28 2000 "West Virginia" "West Virginia University"
"L" "12-28-2002" 22 "Virginia" 48 "Continental Tire Bowl" 1 12 28 2002 "West Virginia" "West Virginia University"
"L" "01-01-2004" 7 "Maryland" 41 "Gator Bowl" 1 1 1 2004 "West Virginia" "West Virginia University"
"L" "01-01-2005" 18 "Florida St." 30 "Gator Bowl" 1 1 1 2005 "West Virginia" "West Virginia University"
"W" "01-02-2006" 38 "Georgia" 35 "Sugar Bowl" 1 1 2 2006 "West Virginia" "West Virginia University"
"W" "01-01-2007" 38 "Georgia Tech" 35 "Gator Bowl" 1 1 1 2007 "West Virginia" "West Virginia University"
"W" "01-02-2008" 48 "Oklahoma" 28 "Fiesta Bowl" 1 1 2 2008 "West Virginia" "West Virginia University"
"W" "12-27-2008" 31 "North Carolina" 30 "Meineke Car Care Bowl" 1 12 27 2008 "West Virginia" "West Virginia University"
"L" "01-01-2010" 21 "Florida St." 33 "Gator Bowl" 1 1 1 2010 "West Virginia" "West Virginia University"
"L" "12-28-2010" 7 "North Carolina St." 23 "Champs Sports Bowl" 1 12 28 2010 "West Virginia" "West Virginia University"
"W" "01-04-2012" 70 "Clemson (SC)" 33 "Orange Bowl" 1 1 4 2012 "West Virginia" "West Virginia University"
"W" "12-07-1952" 34 "Arkansas St." 19 "Refrigerator Bowl" 1 12 7 1952 "Western Kentucky" "Western Kentucky University"
"W" "12-28-1963" 27 "Coast Guard (CT)" 0 "Tangerine Bowl" 1 12 28 1963 "Western Kentucky" "Western Kentucky University"
"W" "12-08-1973" 28 "Grambling St. (LA)" 20 "Grantland Rice Bowl - Division II Semifinal Playoff Game" 1 12 8 1973 "Western Kentucky" "Western Kentucky University"
"L" "12-15-1973" 0 "Louisiana Tech" 34 "Camellia Bowl (2) - Division II Championship Game" 1 12 15 1973 "Western Kentucky" "Western Kentucky University"
"W" "12-06-1975" 14 "New Hampshire" 3 "Grantland Rice Bowl - Division II Semifinal Playoff Game" 1 12 6 1975 "Western Kentucky" "Western Kentucky University"
"L" "12-13-1975" 14 "Northern Michigan" 16 "Camellia Bowl (2) - Division II Championship Game" 1 12 13 1975 "Western Kentucky" "Western Kentucky University"
"L" "12-09-1961" 12 "New Mexico" 28 "Aviation Bowl" 1 12 9 1961 "Western Michigan" "Western Michigan University"
"L" "12-10-1988" 30 "Fresno St. (CA)" 35 "California Bowl" 1 12 10 1988 "Western Michigan" "Western Michigan University"
"L" "01-06-2007" 24 "Cincinnati (OH)" 27 "International Bowl" 1 1 6 2007 "Western Michigan" "Western Michigan University"
"L" "12-30-2008" 14 "Rice (TX)" 38 "Texas Bowl" 1 12 30 2008 "Western Michigan" "Western Michigan University"
"L" "12-27-2011" 32 "Purdue (IN)" 37 "Little Caesars Pizza Bowl" 1 12 27 2011 "Western Michigan" "Western Michigan University"
"L" "01-01-1953" 0 "Southern California" 7 "Rose Bowl" 0 1 1 1953 "Wisconsin" "University of Wisconsin-Madison"
"L" "01-01-1960" 8 "Washington" 44 "Rose Bowl" 0 1 1 1960 "Wisconsin" "University of Wisconsin-Madison"
"L" "01-01-1963" 37 "Southern California" 42 "Rose Bowl" 0 1 1 1963 "Wisconsin" "University of Wisconsin-Madison"
