"off.rank" "school" "games" "off.points" "off.pass.cmp" "off.pass.att" "off.pass.pct" "off.pass.yds" "off.pass.td" "off.rush.att" "off.rush.yds" "off.rush.avg" "off.rush.td" "off.toff.plays" "off.toff.yds" "off.toff.avg" "off.fd.pass" "off.fd.rush" "off.fd.pen" "off.fd.tot" "off.pen.num" "off.pen.yds" "off.turn.fum" "off.turn.int" "off.turn.tot" "year" "def.rank" "def.points" "def.pass.cmp" "def.pass.att" "def.pass.pct" "def.pass.yds" "def.pass.td" "def.rush.att" "def.rush.yds" "def.rush.avg" "def.rush.td" "def.toff.plays" "def.toff.yds" "def.toff.avg" "def.fd.pass" "def.fd.rush" "def.fd.pen" "def.fd.tot" "def.pen.num" "def.pen.yds" "def.turn.fum" "def.turn.int" "def.turn.tot" "spec.rank" "kick.xpm" "kick.xpa" "kick.xpp" "kick.fgm" "kick.fga" "kick.fgp" "kick.pts" "punt.num" "punt.yds" "punt.avg" "kr.num" "kr.yds" "kr.avg" "kr.td" "pr.num" "pr.yds" "pr.avg" "pr.td"
41 "Idaho" 11 29.2 24.1 38.9 61.9 305.2 2.2 38 148 3.9 1.5 76.9 453.2 5.9 12.7 8.8 1 22.5 7.1 62 0.9 1.7 2.6 2000 105 34.3 17.5 32.6 53.8 271.1 2.5 38.3 166.5 4.4 1.8 70.9 437.6 6.2 10.8 8.6 1.8 21.3 6.6 55.9 0.9 0.6 1.5 36 3.4 3.6 92.5 0.9 1.4 66.7 6.1 5.4 189.2 35.3 4.8 88.3 18.3 0 2.2 10 4.6 0
42 "Oregon" 11 28.7 18.4 35.6 51.5 257.7 1.8 39.6 151.2 3.8 1.6 75.3 408.9 5.4 10.7 7.8 2.2 20.7 8 72 0.6 1.2 1.8 2000 32 19.9 13.6 31.9 42.7 207.1 1.3 35.1 124 3.5 1.2 67 331.1 4.9 7.6 6.2 1.8 15.6 8.5 71.5 0.9 1.2 2.1 78 3 3.2 94.3 1.2 2.3 52 6.5 6.2 240.6 38.9 3.4 75.8 22.5 0 3.7 28.8 7.7 0
43 "Marshall" 12 28.5 24.4 40.3 60.7 298.7 2 31.7 113.5 3.6 1.5 71.9 412.2 5.7 12.8 6.6 1.2 20.5 6.3 54.8 0.8 0.8 1.7 2000 52 23.6 15.9 28.3 56.2 180.5 1.4 42.8 175.2 4.1 1.3 71.1 355.7 5 8.6 10.1 1.4 20.1 5.1 46.4 0.8 1.3 2.1 50 3.3 3.4 97.6 1.2 1.7 70 6.8 5.2 208.8 40.4 3.6 65.7 18.3 0 2.7 27 10.1 0.1
44 "Mississippi" 11 28.5 16.2 29.9 54.1 200.2 1.7 37.1 146.8 4 1.6 67 347 5.2 9.3 7.7 0.9 17.9 6.1 52.4 0.5 1.2 1.6 2000 62 25.5 14.5 31 46.9 187.6 0.8 38.4 178.3 4.6 2.2 69.4 365.9 5.3 8.6 8.7 1.5 18.9 7.4 56.3 0.6 1.6 2.3 59 3.4 3.5 94.9 0.8 1.2 69.2 5.8 5.1 204.3 40.1 3.5 64.1 18.6 0.1 1.7 20.5 11.9 0.1
45 "Nevada-Las Vegas" 12 28.3 10.8 20.4 52.7 159.3 1.3 45.6 227.8 5 2 66 387.1 5.9 7 10.9 0.9 18.8 6.3 56.6 0.9 0.8 1.8 2000 42 21.8 16.2 30.1 53.7 210.1 1.3 39.2 141.2 3.6 1.3 69.3 351.3 5.1 8.5 8 2.2 18.7 4.3 40.5 0.6 0.8 1.4 65 2.7 3.2 84.2 0.9 1.2 78.6 5.4 5.6 220.5 39.5 2.8 57 20.7 0 2.3 34.8 15.4 0.2
46 "Texas A&M" 11 27.9 19.2 32.3 59.4 235.3 0.9 38.3 146.4 3.8 2.5 70.5 381.6 5.4 10.3 8.7 2 21 6.5 57.2 0.7 0.8 1.5 2000 10 17.8 17.6 33.3 53 215.4 1.2 35.4 106.3 3 0.6 68.6 321.6 4.7 8.8 6.8 1.7 17.4 7.9 72.2 0.5 1.6 2.1 97 3.1 3.4 91.9 1.4 1.6 83.3 7.2 4.8 189.9 39.4 1.9 38.5 20.1 0 2.7 31.9 11.7 0
47 "West Virginia" 11 27.9 13.7 29.5 46.6 207.5 1 41 140.8 3.4 1.8 70.5 348.3 4.9 8.6 7.5 1.9 18 6.3 51.5 1.1 0.9 2 2000 85 29.5 19 33.4 56.9 233 1.6 38 146.5 3.9 1.7 71.4 379.5 5.3 9.8 7.9 1.1 18.8 7.1 56.1 0.9 1.7 2.6 113 2.9 3.5 84.2 1 1.5 64.7 5.9 6.9 264.4 38.3 4.1 83.9 20.5 0.2 2.9 21.2 7.3 0
48 "Iowa State" 11 27.8 15.9 31 51.3 215.6 0.8 40.6 208 5.1 2.5 71.6 423.6 5.9 9.1 9.5 2.2 20.8 7.2 67.5 0.5 1.2 1.6 2000 71 26.6 14.8 30.1 49.2 209.8 1.4 44 196.3 4.5 2.1 74.1 406.1 5.5 8.7 11.4 1.5 21.6 7.5 66 1.2 0.9 2.1 40 2.5 3.1 82.4 1.3 1.9 66.7 6.4 5.3 199 37.7 2.5 43.4 17 0 2.3 22.7 10 0.1
49 "Arizona State" 11 26.9 17.4 37 46.9 266.8 1.9 40.4 114.2 2.8 1 77.4 381 4.9 10.3 7.5 1.6 19.4 8.2 65.7 1.2 1.1 2.3 2000 57 24.7 17.6 35.6 49.5 234.1 1.5 40.1 167.3 4.2 1.5 75.7 401.4 5.3 9.6 7.8 1.5 18.9 8.1 71.5 2.1 1.2 3.3 6 2.8 3 93.9 1.4 2.1 65.2 6.9 7.5 298.9 39.6 3.1 62.4 20.2 0 4.5 39.2 8.8 0.1
50 "New Mexico State" 11 26.8 11.9 24.3 49.1 159.3 1.7 48.6 270.2 5.6 1.5 72.9 429.5 5.9 7.2 13.1 1.5 21.7 9.2 74.5 1.2 0.8 2 2000 95 32.5 15 26.8 55.9 218.5 1.5 41.6 198.9 4.8 2.5 68.5 417.4 6.1 9.5 10.3 1.4 21.1 5.7 45.9 0.9 0.6 1.5 67 3.1 3.5 89.5 0.8 1.8 45 5.5 5 194.1 38.8 3.4 65.4 19.4 0 3 27.5 9.2 0.2
51 "Georgia" 11 26.7 16.5 31.3 52.6 215 1.3 35.8 131.9 3.7 1.6 67.1 346.9 5.2 9.5 7.9 1.4 18.8 6.1 45 1 1.5 2.5 2000 12 18 20 35 57.1 202.5 0.9 35.3 111.1 3.1 1 70.3 313.5 4.5 8.6 7.1 0.6 16.4 6.3 51.5 0.6 1.7 2.4 32 2.7 3.1 88.2 1.3 1.4 93.3 6.5 5.3 222.7 42.2 3.3 63.3 19.3 0 2.6 21.3 8.1 0
52 "Illinois" 11 26.7 18.8 32.8 57.3 217.2 2 39.5 162.7 4.1 1.3 72.4 379.9 5.3 9 9.8 2 20.8 4.1 36.4 1.1 0.9 2 2000 68 26 16.1 29.4 54.8 179.9 0.7 48.9 232.5 4.8 2.4 78.3 412.5 5.3 8.5 13.6 1.2 23.4 7.5 66.7 0.7 1.1 1.8 37 3.5 3.5 100 0.5 1 54.5 5.1 5 199.7 39.9 4.1 71.1 17.4 0 2 24.3 12.1 0.1
53 "Syracuse" 11 26.7 12.5 22.5 55.5 171 0.9 46.3 207.2 4.5 2.5 68.7 378.2 5.5 6.6 10.8 0.7 18.2 7.5 61.1 0.3 1.7 2 2000 25 19.3 13.5 29.6 45.4 176.1 0.8 36 135.8 3.8 1.1 65.6 311.9 4.8 7.6 6.3 1.5 15.4 6.9 53.8 0.8 0.6 1.5 93 3.2 3.4 94.6 0.6 1.8 35 5.1 4.9 189.6 38.6 3.2 71.8 22.6 0 3.7 40.3 10.8 0.1
54 "Louisiana State" 11 26.5 16.6 32.1 51.8 245.3 2.2 35.8 131.1 3.7 1.2 67.9 376.4 5.5 10 7.3 1 18.3 7.4 64.3 0.5 1.5 2 2000 34 20.1 20 36.5 54.9 216.2 1.4 35.2 134.7 3.8 0.8 71.6 350.9 4.9 9.7 8.1 1.5 19.3 4.5 35.4 1.1 0.8 1.9 45 3.1 3.3 94.4 0.9 1.6 55.6 5.8 5.3 196.2 37.2 3.3 66.6 20.4 0 2.5 27.1 11 0
55 "Utah State" 11 26.5 19.8 38.6 51.3 266.2 1.7 29.5 120.3 4.1 1.5 68.2 386.5 5.7 10.3 7.2 1.6 19.1 7 66.7 1.1 0.8 1.9 2000 94 32.4 18.3 32.5 56.1 255.6 1.7 44.5 196.7 4.4 2 77 452.4 5.9 10.5 9.8 1.5 21.9 6.6 60 0.7 1 1.7 106 2.5 2.9 87.5 1.3 1.8 70 6.4 6.1 240.6 39.5 4.5 91.5 20.1 0 2.2 20.1 9.2 0
56 "Louisiana Tech" 12 26.4 29.8 45.5 65.4 309.6 2.5 27.6 103.3 3.7 0.9 73.1 412.9 5.6 14.4 7.4 2 23.8 7.4 62.8 1.1 2.3 3.4 2000 99 33 16.3 28.8 56.6 197.5 1.6 42.6 211 5 2.3 71.4 408.5 5.7 9.3 10.8 2.1 22.1 8.1 65.2 1.1 0.9 2 46 3.3 3.4 95.1 0.8 1.4 58.8 5.8 4.2 142.1 34.1 4.3 81.1 19.1 0 1.6 11.3 7.1 0
57 "Southern Mississippi" 11 26 18.3 31.9 57.3 221.2 1.4 38 102.6 2.7 1.4 69.9 323.8 4.6 10.2 6.1 1.8 18.1 6.6 52.4 1.2 0.9 2.1 2000 8 16.5 16.9 33.6 50.3 162.5 0.8 37.6 105.6 2.8 0.7 71.3 268.2 3.8 7.4 6.3 1.3 14.9 7.2 63 0.8 1.3 2.1 91 2.9 2.9 100 1.1 1.6 66.7 6.2 7.2 287.4 40 2.5 51.9 20.4 0 3.2 41.5 13.1 0
58 "Southern California" 12 25.8 20.4 37.2 54.9 262.3 1.6 37.7 153.6 4.1 1.4 74.8 415.9 5.6 11.3 8.3 2 21.6 9.4 81.4 1.5 1.5 3 2000 80 28.1 15.3 29.9 51.3 217.3 1.4 40.4 125.8 3.1 1.8 70.3 343 4.9 9.3 7.3 1.8 18.3 8.2 66.8 0.8 0.6 1.4 89 2.4 3.3 74.4 0.8 1.5 55.6 4.9 5.3 190.1 36.2 3.8 73.1 19.5 0 2.2 19.9 9.2 0.2
59 "Wisconsin" 12 25.6 12.3 21.9 55.9 164.8 1.2 47.8 198.4 4.2 1.7 69.7 363.2 5.2 7.2 10.4 1.4 19 6.2 57.8 0.9 0.8 1.7 2000 35 20.4 17.3 35.3 49.2 238.1 1.2 34.7 153.7 4.4 0.9 69.9 391.8 5.6 9.9 8.2 1.8 19.9 6.9 52.1 0.5 1.7 2.2 115 2.7 2.8 94.1 1.1 1.8 59.1 5.9 5.4 242.9 44.8 3.2 60.4 19.1 0.1 1.8 17.7 9.6 0.2
60 "Washington State" 11 25.5 15.6 31 50.4 241.5 1.7 38.3 121.3 3.2 1.1 69.3 362.7 5.2 8.4 7.5 1.9 17.7 10.5 84.4 1.2 1 2.2 2000 92 32.2 18.2 35.1 51.8 238.4 2.2 40.9 174.3 4.3 1.6 76 412.6 5.4 10.6 8.9 1.7 21.3 8.4 73.3 0.9 1.2 2.1 112 2.2 2.6 82.8 1 1.7 57.9 5.2 6.5 247.8 37.9 3.6 71.5 19.7 0 2 14.5 7.3 0.2
61 "South Florida" 11 25.3 17.3 29.7 58.1 203.2 1.3 36.3 152.5 4.2 1.4 66 355.6 5.4 8.1 8.6 1.3 18 9.9 91 1.1 0.6 1.7 2000 16 18.3 15.1 30.3 49.8 174.5 1.1 36 122.5 3.4 1.1 66.3 296.9 4.5 8.3 6.5 2.2 17 6 45.2 0.7 0.8 1.5 88 2.7 2.8 96.8 1.5 2.2 66.7 7.1 5 194.1 38.8 2.7 60.7 22.3 0 2.5 31.9 12.5 0.1
62 "Texas Tech" 12 25.3 31 51.1 60.7 295.7 1.8 25.4 66.9 2.6 0.8 76.5 362.6 4.7 12 5.8 2.8 20.6 9.4 76.6 0.4 1.5 1.9 2000 31 19.8 14.8 28.6 51.6 164.1 0.6 41.3 156.6 3.8 1.7 69.8 320.7 4.6 8 9.1 1.7 18.8 8.3 77.3 1.2 1.3 2.4 99 2.9 3 97.2 1 1.6 63.2 5.9 5.4 208.7 38.5 2.4 43.2 17.9 0 3 32.2 10.7 0.2
63 "Fresno State" 11 25.1 18.5 30.6 60.5 227 1.8 34.4 121.7 3.5 0.9 65 348.7 5.4 9.5 6.1 1.7 17.3 8.7 72.2 0.9 1 1.9 2000 28 19.5 17.7 33.6 52.7 205.5 0.8 41.3 147.6 3.6 1.5 74.9 353.2 4.7 9.2 8.5 2.6 20.4 8.5 68.2 0.9 1.2 2.1 31 2.8 2.9 96.9 0.8 1.5 56.3 5.3 5.7 214.6 37.5 2.9 55.8 19.2 0 2.3 28.5 12.6 0.1
64 "Cincinnati" 11 25 17.3 33.5 51.6 216.5 1.2 40.7 141 3.5 1.1 74.2 357.5 4.8 10.5 7.6 1.5 19.6 7.5 63 0.8 1.2 2 2000 51 23.6 19.1 32.5 58.8 224.8 1.3 38.7 147 3.8 1.5 71.2 371.8 5.2 10.1 7.9 2.1 20.1 5.6 49.9 1.4 1.7 3.1 21 2.4 2.5 96.3 2.6 2.9 90.6 10.3 5.4 214.5 40 3.3 66.8 20.4 0 2 15.6 7.8 0
65 "Miami (OH)" 11 24.7 18.2 37.3 48.8 232.2 1.4 36.8 154.9 4.2 1.5 74.1 387.1 5.2 9.3 9.1 1.9 20.3 6.6 59.1 1.2 1.7 2.9 2000 69 26 14.7 27.5 53.6 191.9 1.4 45.9 213.1 4.6 1.7 73.4 405 5.5 8.4 10.9 1.3 20.5 7.9 74.6 0.5 1.1 1.6 54 2.7 3 90.9 1.1 1.5 70.6 6 5.1 213.1 41.9 4.9 99.1 20.2 0 3.6 44.6 12.3 0.2
66 "Hawaii" 12 24.5 25.8 50.8 50.7 322.9 2.1 19.9 73.8 3.7 1.1 70.7 396.7 5.6 14.4 4.2 1.8 20.4 9.7 69.2 0.8 1.9 2.8 2000 100 33.3 15.3 27.6 55.6 194.4 1.5 49.4 210.8 4.3 2.2 77 405.2 5.3 8 12.1 1.9 22 8 66.2 1.2 1 2.2 34 2.3 2.5 93.3 0.8 1.2 71.4 4.8 5.4 203.5 37.6 4.6 88.8 19.4 0 2.5 24.5 9.8 0
67 "North Carolina" 11 24.5 15.5 28.9 53.5 222.6 1 43 148.5 3.5 1.5 71.9 371.1 5.2 8.7 8.6 2.4 19.7 5.9 50.3 1.3 1.1 2.4 2000 67 25.8 15.1 30.5 49.4 224 1.7 37.3 103.5 2.8 1.5 67.8 327.5 4.8 8.9 6.3 1 16.2 7.9 71.4 0.6 0.6 1.3 68 2.7 2.7 100 1.5 1.9 81 7.4 5.5 198.5 35.8 3.6 65.5 18 0 3.4 44.1 13.1 0.2
68 "Pittsburgh" 11 24.3 16.8 30.8 54.6 269.5 2.1 38.6 129.6 3.4 0.9 69.5 399.1 5.7 10.1 8.3 1.5 19.8 6.7 62 1.6 1 2.6 2000 23 19.1 18.5 35.2 52.5 226 1 37.9 99.7 2.6 1 73.1 325.7 4.5 10.1 6.5 2.2 18.7 7.2 60 0.5 1.2 1.6 81 2.6 2.8 93.5 0.9 1.4 66.7 5.4 4.8 179.5 37.2 2.7 55.4 20.3 0.1 2.8 24.1 8.5 0
69 "Arkansas" 11 24 16.2 32 50.6 174.2 1.3 38.6 150.3 3.9 1.6 70.6 324.5 4.6 8.6 7.9 1.5 18 6.2 48.5 0.9 1.4 2.3 2000 49 23.5 13 27.5 47.4 153 1.3 37.5 139.1 3.7 1.4 64.9 292.1 4.5 6.9 7.5 1.5 15.9 6.9 52.9 0.5 0.9 1.5 7 2.9 3 97 0.5 1 54.5 4.5 6.1 253.9 41.7 3.5 69.1 19.5 0 2.9 17.5 6 0
70 "Auburn" 12 24 17.3 29.5 58.8 193.3 1.2 38.5 163.3 4.2 1.6 68 356.7 5.2 8.8 7.8 1.4 18 6.8 54.2 0.9 1 1.9 2000 29 19.6 19.1 34.6 55.2 205 1.8 29.7 98.3 3.3 0.5 64.3 303.3 4.7 9.2 5.6 1.4 16.2 6 47.5 0.7 1.3 2 10 2.8 2.8 100 1.2 1.5 77.8 6.3 5.5 234.3 42.6 3.3 65.3 20.1 0.1 2.4 18.3 7.6 0.1
71 "Kansas" 11 23.7 13.2 29.2 45.2 183.9 0.9 42.7 157.4 3.7 1.8 71.9 341.3 4.7 8.2 8.6 2.2 19 6.8 59 1.6 1 2.6 2000 96 32.6 15.7 27.2 57.9 202.6 1.1 44.6 198 4.4 2.7 71.8 400.6 5.6 9.3 10.3 1.7 21.3 6.7 69.7 1 1 2 41 2.6 2.9 90.6 0.9 1.3 71.4 5.4 5.9 223.4 37.8 4.2 73.7 17.6 0 2.5 22.1 8.7 0.1
72 "Stanford" 11 23.7 16.9 35 48.3 236.8 1.8 41.1 138.9 3.4 1.1 76.1 375.7 4.9 9.8 7.7 2 19.5 5.8 42.8 1.1 1 2.1 2000 72 26.7 16.1 30.5 52.8 219.1 1.5 37.5 146.7 3.9 1.7 68 365.8 5.4 8.6 7.9 1.3 17.8 7.5 61.3 0.5 1.5 2.1 92 2.4 2.6 89.7 0.6 1.1 58.3 4.3 7.1 248.8 35.1 3.5 69.7 20.2 0 2.5 23.5 9.2 0.3
73 "South Carolina" 11 23.5 16.4 30.5 53.7 210.9 0.7 36.9 157 4.3 1.8 67.4 367.9 5.5 9.4 8.5 1.6 19.5 6 52.6 1.1 1 2.1 2000 6 15.8 18.3 33.4 54.8 193 0.5 35.1 115.1 3.3 1.1 68.5 308.1 4.5 8.8 6.8 1.3 16.9 7.9 58.2 0.7 1.6 2.4 87 2.6 2.9 90.6 0.9 1.5 58.8 5.4 4.8 183.7 38.1 3.1 60.6 19.6 0 2.7 22.8 8.4 0.2
74 "Brigham Young" 12 23.3 22.7 40.6 55.9 274.6 0.9 33.2 100.2 3 1.8 73.8 374.8 5.1 12.7 7.2 2 21.8 6.9 63.1 1.1 1.3 2.3 2000 64 25.8 15.9 27.2 58.6 223.3 1.4 36.8 122.4 3.3 1.7 63.9 345.8 5.4 8.7 6.2 1.4 16.3 6.2 52.3 1.2 0.6 1.8 16 2.4 2.4 100 1.6 2 79.2 7.2 5.6 241.5 43.3 3.3 67.1 20.1 0 3.3 22.8 6.9 0
75 "Missouri" 11 23.2 14.3 30.5 46.9 196.8 1.1 41 154.2 3.8 1.7 71.5 351 4.9 8.2 8.2 1.9 18.3 6.9 57.1 1.1 1.7 2.8 2000 89 31.6 14.9 28.3 52.7 207.9 1.4 45.5 159 3.5 2 73.8 366.9 5 9.3 10.2 1.8 21.3 8.6 75.5 1.1 1.3 2.4 61 2.4 2.7 86.7 0.8 1.3 64.3 4.8 6.1 235.2 38.6 3.4 59.6 17.7 0 2.5 19.7 7.8 0
76 "Arizona" 11 23.1 11.5 24.8 46.5 154.2 0.8 42.7 154.1 3.6 1.5 67.5 308.3 4.6 6.1 7.8 1.5 15.5 8.2 68.2 1 1.1 2.1 2000 41 21.5 16.8 34.2 49.2 229 1.2 35.7 88.5 2.5 1.1 69.9 317.5 4.5 9.2 5.8 1.5 16.5 7.9 60.2 1.5 1.5 3 5 2.3 2.4 96.2 1.2 1.5 76.5 5.8 7.4 270.7 36.8 2.9 63.7 21.9 0 3.1 37.1 12 0.2
77 "Kentucky" 11 23.1 29.3 51.3 57.1 335.4 1.7 27.7 110.1 4 0.8 79 445.5 5.6 14.2 7.2 2 23.4 8.1 65.1 1 1.9 2.9 2000 106 34.8 15.9 28 56.8 242.7 2.3 37.5 163.2 4.3 2 65.5 405.9 6.2 10.5 8.5 1.9 20.9 6.3 54.4 1.4 0.5 1.8 44 2.3 2.4 96.2 1.4 1.6 83.3 6.4 4.1 152.5 37.3 5.6 108 19.2 0 1.4 1.5 1.1 0
78 "Colorado" 11 22.9 19.5 33.5 58.4 240 1.2 37 122 3.3 1.4 70.5 362 5.1 11.5 7.5 1.6 20.5 7.9 61.8 1 0.8 1.8 2000 65 25.8 18.9 31.8 59.4 247 1.5 42.9 175.1 4.1 1.4 74.7 422.1 5.6 10.7 10.5 1.6 22.9 6.3 57.3 1.3 1 2.3 23 2.5 2.7 90 0.8 1.8 45 4.9 5.5 207.9 38.1 2.4 48.4 20.5 0 1.5 25.9 17.8 0.2
79 "Arkansas State" 11 22.5 16.1 28.8 55.8 183.9 1.3 31.2 128.9 4.1 1.3 60 312.8 5.2 6.8 6.5 1.1 14.4 7.9 64.9 0.8 0.8 1.6 2000 111 37.3 19.7 31.8 62 245.7 2.2 44.6 208.3 4.7 2.5 76.5 454 5.9 10.8 11.4 1.7 23.9 6.8 57 0.7 0.6 1.4 8 2.2 2.5 85.7 0.8 1.1 75 4.6 5.9 223.2 37.8 4.7 114.2 24.2 0.1 1.3 16.5 12.9 0.2
80 "Maryland" 11 22.5 16.5 30.2 54.5 211.1 1 34.9 124.1 3.6 1.6 65.1 335.2 5.1 9.1 6.8 1.1 17 6 47 0.7 1.3 2 2000 66 25.8 18.4 31.5 58.2 253.9 1.5 45.7 186.1 4.1 2 77.3 440 5.7 11 10.8 1 22.8 7.7 63.1 1.2 1.1 2.3 51 2.5 2.6 93.1 0.7 1.2 61.5 4.6 5.6 238 42.2 3.2 60.9 19.1 0 1.4 7 5.1 0
81 "California" 11 22.4 15 32.2 46.6 193.5 1.4 36.8 123.9 3.4 1.1 69 317.5 4.6 7.8 6.1 1.9 15.8 8.8 69.2 1.3 1.2 2.5 2000 74 26.8 15.9 32.1 49.6 254.5 1.6 41.5 110.8 2.7 1.5 73.6 365.4 5 9.4 7.3 2.8 19.5 9.4 78.1 1.1 1 2.1 18 2.3 2.4 96.2 1 1.5 68.8 5.3 7.5 289.7 38.9 4.4 88.1 20.2 0 3.7 36.3 9.7 0.1
82 "Penn State" 12 22 15.3 29.6 51.5 183.4 1.3 37.5 142.3 3.8 1.3 67.1 325.7 4.9 7.6 8.3 1.8 17.7 5.8 45.1 0.9 0.8 1.7 2000 55 24.4 17.1 30.8 55.4 208.2 1.3 42.8 155.6 3.6 1.2 73.6 363.8 4.9 9.8 8.5 0.8 19.1 5.8 48.8 0.6 1.4 2 80 2 2.3 88.9 1.2 1.9 60.9 5.5 5.3 201.3 37.7 3.6 74.7 20.8 0 2.3 10.2 4.5 0
83 "Alabama-Birmingham" 11 21.6 13 26.2 49.7 153.2 0.6 43 163.7 3.8 1.3 69.2 316.9 4.6 6.4 9 1.8 17.2 8.5 73.5 1 1.1 2.1 2000 9 17.5 17.9 33.9 52.8 207.4 1.1 35.1 83.5 2.4 0.8 69 290.9 4.2 9.8 5.6 2 17.5 8.5 74.1 0.9 1.3 2.2 4 2.1 2.2 95.8 1.7 2.2 79.2 7.3 5.6 221.7 39.3 2.5 45.5 17.9 0 3.4 30.2 9 0.2
84 "Rice" 11 21.5 5.3 14.1 37.4 81.5 0.5 56.9 233 4.1 1.9 71 314.5 4.4 3.4 13.6 1.8 18.8 6.5 56.6 1.4 0.3 1.6 2000 83 29.3 19.6 32.5 60.5 244.6 1.7 34.5 133.9 3.9 1.7 67 378.5 5.6 11.1 7.4 1.2 19.6 6.8 57.5 0.8 1.6 2.5 83 2.4 2.5 92.9 0.8 1.2 69.2 4.8 5 206.7 41.3 3.4 50.1 14.9 0 1.8 13.1 7.2 0.1
85 "Utah" 11 21.3 13.8 28.5 48.4 203.9 1 38.5 133.1 3.5 1.1 67.1 337 5 7.5 7.6 1.4 16.5 6.5 63.4 1.1 1.2 2.3 2000 19 18.8 12.5 26.2 47.6 160.1 1.1 40.6 128.2 3.2 0.8 66.8 288.3 4.3 6.5 7.5 2.5 16.5 5.9 49.5 0.6 0.6 1.3 105 2.7 2.7 100 0.7 1.7 42.1 4.9 5.9 223.4 37.8 3.1 67.5 21.9 0.1 4.5 41.2 9.2 0.1
86 "Rutgers" 11 21.2 18.7 38.3 48.9 228.9 1.7 31.5 105.5 3.4 0.9 69.7 334.5 4.8 9.2 6.4 1.7 17.3 6.4 55.4 1.3 1.9 3.2 2000 110 36.3 16.5 27.8 59.2 201.2 1.3 52.2 222.2 4.3 3.4 80 423.4 5.3 9.5 12.4 0.7 22.6 8.3 79.5 1.8 0.7 2.5 84 2.6 2.8 93.5 0.5 1.2 46.2 4.3 5.5 196.6 35.5 4 74.6 18.7 0 2.5 24.8 9.8 0.1
87 "Alabama" 11 20.7 13.9 28.3 49.2 171.7 0.6 34.9 137.6 3.9 1.5 63.2 309.4 4.9 7.6 6.9 1.7 16.3 7.5 57.8 0.9 1.5 2.4 2000 43 22.4 17.4 31.3 55.5 211.6 1.6 38.5 125.4 3.3 0.7 69.7 337 4.8 9.1 7.8 1.7 18.6 7.5 66.2 0.5 1.1 1.6 3 2.5 2.5 100 0.8 1.2 69.2 4.9 5.5 222.1 40 3.5 64.9 18.3 0 1.5 17.6 12.1 0.1
88 "Virginia" 11 20.7 13.5 25.5 53.2 195.5 0.7 40.6 163.7 4 1.8 66.1 359.2 5.4 8.6 8.1 1.4 18.1 6.6 54.9 0.8 0.6 1.5 2000 48 23.2 19.2 32.5 58.9 237.5 0.9 41.6 184.5 4.4 1.8 74.2 421.9 5.7 10.3 9.9 1.4 21.5 6 47.6 0.7 0.9 1.6 108 2.5 2.5 96.4 1 1.4 73.3 5.5 5.9 251.6 42.6 3.4 68.6 20.4 0 2 11.5 5.8 0
89 "Army" 11 20.4 17.7 34.7 51 176 0.7 37.3 143.2 3.8 1.5 72 319.2 4.4 8.5 8.4 1.3 18.2 5.5 38 0.5 1.6 2.2 2000 103 33.8 17.7 28.9 61.3 223.5 1.5 46.6 216.3 4.6 2 75.5 439.7 5.8 11 10.1 1.2 22.3 8.7 75.9 0.6 1 1.6 9 2.5 2.6 93.1 0.5 1 45.5 3.8 5.7 207.1 36.2 4.6 91.3 19.7 0 1.5 26.4 17.1 0.3
90 "Temple" 11 20.4 16.3 29.4 55.4 179.6 0.7 37.8 130.5 3.4 1.6 67.2 310.1 4.6 7.9 7.7 1.2 16.8 7.7 58.7 0.8 1.5 2.3 2000 56 24.5 15.4 28 54.9 196.5 1.3 39.7 136.7 3.4 1.8 67.7 333.3 4.9 8.5 8.3 1.3 18 6.4 63.6 1.6 0.9 2.5 94 2.5 2.5 96.4 0.8 1.2 69.2 4.9 6.7 243 36.1 3.5 63 18.2 0 2.1 16.7 8 0
91 "Connecticut" 11 20 21.5 39.7 54.2 261.7 1.5 31 82.5 2.7 0.9 70.7 344.2 4.9 11.9 6 2.5 20.4 7.6 62.4 0.7 1.1 1.8 2000 101 33.5 17.1 27.3 62.7 200 1.5 46.5 223.4 4.8 2.5 73.7 423.4 5.7 9.2 11.3 1.5 22 8.3 71 0.6 0.5 1.2 25 2 2.2 91.7 0.9 1.5 62.5 4.7 5.4 211 39.3 4.6 85.7 18.5 0 1.7 15.6 9.1 0.1
92 "Tulsa" 12 20 17.6 34 51.7 225.5 0.8 38.2 113 3 1.5 72.2 338.5 4.7 9.8 7 1.9 18.7 5.5 42.4 1.1 1 2.1 2000 53 23.6 14 25.2 55.6 176 1.6 40.8 209.8 5.1 1.2 65.9 385.8 5.9 8.1 10 0.6 18.7 8.8 67.4 1.3 0.8 2.1 103 2 2.3 88.9 1 1.3 75 5 5.6 210.5 37.7 3.4 60.6 17.7 0 1.6 24.2 15.3 0.2
93 "Ball State" 11 19.3 14.3 25 57.1 154.9 1.2 48.8 164.8 3.4 1.2 73.8 319.7 4.3 7.4 9.8 1.6 18.8 5.5 48.1 1.2 1.5 2.7 2000 90 31.7 13.5 28.6 47.3 199.6 1.8 38.2 169.7 4.4 2.3 66.8 369.4 5.5 7.5 8.8 1.6 17.9 6 55.7 0.9 0.5 1.5 11 1.6 2.1 78.3 0.5 1.1 50 3.3 5.9 211 35.7 3.8 58.5 15.3 0 2.5 18.4 7.5 0.1
