"Period","Rank","TotalPoints","WinPctPoints","SchedulePoints","NatChampPoints","Big4BowlPoints","Team","offName"
"1869-1960","13","1250.24","555.13","435.11","150.00","110.00","Oklahoma","University of Oklahoma"
"1869-1970","12","1444.21","615.86","543.35","150.00","135.00","Oklahoma","University of Oklahoma"
"1869-1980","5","1730.83","640.93","624.90","250.00","215.00","Oklahoma","University of Oklahoma"
"1869-1990","4","1954.08","718.65","680.43","300.00","255.00","Oklahoma","University of Oklahoma"
"1869-2000","4","2073.58","702.61","740.97","350.00","280.00","Oklahoma","University of Oklahoma"
"1869-2010","4","2180.52","714.71","795.80","350.00","320.00","Oklahoma","University of Oklahoma"
"last5","5","875.24","386.36","458.88","0.00","30.00","Oklahoma","University of Oklahoma"
"last10","6","928.69","394.74","463.95","0.00","70.00","Oklahoma","University of Oklahoma"
"last15","5","1109.67","482.41","467.25","50.00","110.00","Oklahoma","University of Oklahoma"
"last20","8","1171.25","501.76","509.49","50.00","110.00","Oklahoma","University of Oklahoma"
"last25","8","1219.32","533.15","526.17","50.00","110.00","Oklahoma","University of Oklahoma"
"last35","7","1419.98","551.67","578.31","100.00","190.00","Oklahoma","University of Oklahoma"
"last50","4","1839.53","667.52","697.01","200.00","275.00","Oklahoma","University of Oklahoma"
"last75","2","2224.96","749.71","790.25","350.00","335.00","Oklahoma","University of Oklahoma"
"last100","4","2246.93","721.55","840.37","350.00","335.00","Oklahoma","University of Oklahoma"
"All-Time","57","1232.55","508.85","678.70","0.00","45.00","Oklahoma St.","Oklahoma State University"
"1901-1925","241","502.44","356.66","145.79","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1926-1950","65","736.36","392.12","314.24","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1951-1975","51","829.27","339.98","489.29","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1976-2000","50","848.49","369.72","478.77","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1901-1910","325","251.36","191.96","59.40","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1911-1920","214","363.97","268.52","95.45","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1921-1930","61","549.57","241.67","307.90","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1931-1940","105","460.20","252.45","207.75","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1941-1950","42","652.25","278.65","343.61","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1951-1960","55","593.86","237.62","356.23","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1961-1970","44","694.74","185.00","509.74","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1971-1980","29","754.42","258.93","495.50","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1981-1990","38","702.95","310.34","392.60","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1991-2000","61","586.74","185.27","401.47","0.00","0.00","Oklahoma St.","Oklahoma State University"
"2001-2010","33","715.04","300.00","415.04","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1869-1910","431","163.32","107.50","55.82","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1869-1920","276","284.32","195.00","89.32","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1869-1930","225","451.77","325.50","126.27","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1869-1940","203","528.52","364.74","163.78","0.00","0.00","Oklahoma St.","Oklahoma State University"
"1869-1950","85","694.26","376.76","287.50","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1869-1960","81","764.11","397.72","336.39","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1869-1970","72","873.78","429.15","414.63","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1869-1980","65","960.10","434.76","495.34","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1869-1990","60","1073.34","501.76","541.58","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1869-2000","62","1118.09","486.54","601.55","0.00","30.00","Oklahoma St.","Oklahoma State University"
"1869-2010","61","1189.68","499.54","660.14","0.00","30.00","Oklahoma St.","Oklahoma State University"
"last5","8","841.66","384.62","442.04","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last10","19","784.34","330.71","438.63","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last15","28","817.39","364.52","437.88","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last20","32","886.28","398.97","472.31","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last25","39","899.34","388.84","495.50","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last35","34","958.33","414.86","528.47","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last50","33","1135.01","476.61","643.40","0.00","15.00","Oklahoma St.","Oklahoma State University"
"last75","42","1247.51","520.10","682.41","0.00","45.00","Oklahoma St.","Oklahoma State University"
"last100","48","1265.05","511.42","708.63","0.00","45.00","Oklahoma St.","Oklahoma State University"
"All-Time","37","1386.21","560.35","705.86","0.00","120.00","Oregon","University of Oregon"
"1869-1900","207","253.87","185.00","68.87","0.00","0.00","Oregon","University of Oregon"
"1901-1925","65","696.55","476.12","195.42","0.00","25.00","Oregon","University of Oregon"
"1926-1950","40","868.19","406.40","451.79","0.00","10.00","Oregon","University of Oregon"
"1951-1975","53","809.51","346.15","453.36","0.00","10.00","Oregon","University of Oregon"
"1976-2000","38","900.52","377.62","512.90","0.00","10.00","Oregon","University of Oregon"
"1891-1900","212","247.76","185.00","62.76","0.00","0.00","Oregon","University of Oregon"
"1901-1910","133","409.29","330.88","78.40","0.00","0.00","Oregon","University of Oregon"
"1911-1920","102","459.57","326.09","108.48","0.00","25.00","Oregon","University of Oregon"
"1921-1930","41","642.49","300.00","342.49","0.00","0.00","Oregon","University of Oregon"
"1931-1940","24","753.73","281.91","471.82","0.00","0.00","Oregon","University of Oregon"
"1941-1950","57","584.15","230.52","343.63","0.00","10.00","Oregon","University of Oregon"
"1951-1960","51","639.06","257.35","371.71","0.00","10.00","Oregon","University of Oregon"
"1961-1970","53","638.19","250.00","388.19","0.00","0.00","Oregon","University of Oregon"
"1971-1980","50","662.43","159.09","503.33","0.00","0.00","Oregon","University of Oregon"
"1981-1990","42","689.57","234.51","455.06","0.00","0.00","Oregon","University of Oregon"
"1991-2000","19","803.47","305.08","488.39","0.00","10.00","Oregon","University of Oregon"
"2001-2010","8","900.23","353.17","512.05","0.00","35.00","Oregon","University of Oregon"
"1869-1900","207","253.87","185.00","68.87","0.00","0.00","Oregon","University of Oregon"
"1869-1910","173","386.09","317.50","68.59","0.00","0.00","Oregon","University of Oregon"
"1869-1920","158","423.89","325.50","73.39","0.00","25.00","Oregon","University of Oregon"
"1869-1930","98","644.24","474.70","144.54","0.00","25.00","Oregon","University of Oregon"
"1869-1940","83","695.91","460.62","210.29","0.00","25.00","Oregon","University of Oregon"
"1869-1950","74","746.39","439.72","271.67","0.00","35.00","Oregon","University of Oregon"
"1869-1960","64","843.85","457.90","340.95","0.00","45.00","Oregon","University of Oregon"
"1869-1970","59","966.83","504.46","417.37","0.00","45.00","Oregon","University of Oregon"
"1869-1980","56","1020.70","471.95","503.75","0.00","45.00","Oregon","University of Oregon"
"1869-1990","57","1123.26","517.04","561.22","0.00","45.00","Oregon","University of Oregon"
"1869-2000","55","1205.46","528.38","622.08","0.00","55.00","Oregon","University of Oregon"
"1869-2010","45","1320.30","548.86","681.44","0.00","90.00","Oregon","University of Oregon"
"last5","2","944.66","431.82","462.84","0.00","50.00","Oregon","University of Oregon"
"last10","5","947.82","382.81","515.01","0.00","50.00","Oregon","University of Oregon"
"last15","7","1029.65","451.58","513.07","0.00","65.00","Oregon","University of Oregon"
"last20","10","1102.59","509.60","517.99","0.00","75.00","Oregon","University of Oregon"
"last25","14","1133.98","516.23","542.74","0.00","75.00","Oregon","University of Oregon"
"last35","19","1128.59","465.39","588.20","0.00","75.00","Oregon","University of Oregon"
"last50","24","1224.65","492.75","656.90","0.00","75.00","Oregon","University of Oregon"
"last75","33","1324.92","535.36","694.56","0.00","95.00","Oregon","University of Oregon"
"last100","32","1424.09","553.05","751.04","0.00","120.00","Oregon","University of Oregon"
"All-Time","55","1255.68","484.04","721.64","0.00","50.00","Oregon St.","Oregon State University"
"1869-1900","280","191.25","140.00","51.25","0.00","0.00","Oregon St.","Oregon State University"
"1901-1925","88","638.97","436.14","202.82","0.00","0.00","Oregon St.","Oregon State University"
"1926-1950","31","892.59","444.26","433.34","0.00","15.00","Oregon St.","Oregon State University"
"1951-1975","45","876.70","369.12","487.58","0.00","20.00","Oregon St.","Oregon State University"
"1976-2000","69","736.46","201.61","519.84","0.00","15.00","Oregon St.","Oregon State University"
"1891-1900","273","191.25","140.00","51.25","0.00","0.00","Oregon St.","Oregon State University"
"1901-1910","149","393.61","316.41","77.21","0.00","0.00","Oregon St.","Oregon State University"
"1911-1920","157","403.34","286.18","117.16","0.00","0.00","Oregon St.","Oregon State University"
"1921-1930","35","659.26","295.98","363.28","0.00","0.00","Oregon St.","Oregon State University"
"1931-1940","29","726.72","285.00","441.72","0.00","0.00","Oregon St.","Oregon State University"
"1941-1950","48","628.62","291.14","322.48","0.00","15.00","Oregon St.","Oregon State University"
"1951-1960","47","671.72","242.27","419.45","0.00","10.00","Oregon St.","Oregon State University"
"1961-1970","30","746.20","317.96","418.24","0.00","10.00","Oregon St.","Oregon State University"
"1971-1980","62","603.45","105.86","497.60","0.00","0.00","Oregon St.","Oregon State University"
"1981-1990","66","580.27","112.61","467.66","0.00","0.00","Oregon St.","Oregon State University"
"1991-2000","46","673.88","176.34","482.54","0.00","15.00","Oregon St.","Oregon State University"
"2001-2010","16","792.22","296.00","496.22","0.00","0.00","Oregon St.","Oregon State University"
"1869-1900","280","191.25","140.00","51.25","0.00","0.00","Oregon St.","Oregon State University"
"1869-1910","213","330.77","272.50","58.27","0.00","0.00","Oregon St.","Oregon State University"
"1869-1920","205","363.21","294.00","69.21","0.00","0.00","Oregon St.","Oregon State University"
"1869-1930","118","597.40","446.71","150.68","0.00","0.00","Oregon St.","Oregon State University"
"1869-1940","99","659.51","441.24","218.27","0.00","0.00","Oregon St.","Oregon State University"
"1869-1950","78","726.66","440.41","271.25","0.00","15.00","Oregon St.","Oregon State University"
"1869-1960","67","828.69","454.65","349.04","0.00","25.00","Oregon St.","Oregon State University"
"1869-1970","57","985.66","521.43","429.23","0.00","35.00","Oregon St.","Oregon State University"
"1869-1980","57","1020.37","471.86","513.51","0.00","35.00","Oregon St.","Oregon State University"
"1869-1990","58","1095.80","485.33","575.47","0.00","35.00","Oregon St.","Oregon State University"
"1869-2000","59","1149.45","469.92","629.53","0.00","50.00","Oregon St.","Oregon State University"
"1869-2010","55","1225.60","483.93","691.67","0.00","50.00","Oregon St.","Oregon State University"
"last5","24","730.36","253.97","476.39","0.00","0.00","Oregon St.","Oregon State University"
"last10","15","800.07","285.71","514.36","0.00","0.00","Oregon St.","Oregon State University"
"last15","19","869.84","356.15","498.69","0.00","15.00","Oregon St.","Oregon State University"
"last20","33","882.98","364.46","503.51","0.00","15.00","Oregon St.","Oregon State University"
"last25","40","897.24","347.32","534.92","0.00","15.00","Oregon St.","Oregon State University"
"last35","53","895.42","293.20","587.22","0.00","15.00","Oregon St.","Oregon State University"
"last50","47","1049.28","359.84","664.44","0.00","25.00","Oregon St.","Oregon State University"
"last75","48","1198.10","445.35","702.75","0.00","50.00","Oregon St.","Oregon State University"
"last100","45","1281.45","470.99","760.45","0.00","50.00","Oregon St.","Oregon State University"
"All-Time","17","1690.89","657.48","698.41","130.00","205.00","Penn St.","The Pennsylvania State University"
"1869-1900","19","703.94","418.42","285.52","0.00","0.00","Penn St.","The Pennsylvania State University"
"1901-1925","13","990.29","520.65","429.65","30.00","10.00","Penn St.","The Pennsylvania State University"
"1926-1950","55","803.51","450.70","342.81","0.00","10.00","Penn St.","The Pennsylvania State University"
"1951-1975","17","1102.67","562.50","445.17","0.00","95.00","Penn St.","The Pennsylvania State University"
"1976-2000","7","1289.82","553.06","556.76","100.00","80.00","Penn St.","The Pennsylvania State University"
"1881-1890","86","281.61","87.50","194.11","0.00","0.00","Penn St.","The Pennsylvania State University"
"1891-1900","20","643.71","283.95","359.76","0.00","0.00","Penn St.","The Pennsylvania State University"
"1901-1910","25","693.02","336.96","356.06","0.00","0.00","Penn St.","The Pennsylvania State University"
"1911-1920","7","873.72","364.46","479.26","30.00","0.00","Penn St.","The Pennsylvania State University"
"1921-1930","37","654.38","308.51","335.87","0.00","10.00","Penn St.","The Pennsylvania State University"
"1931-1940","86","495.84","246.88","248.97","0.00","0.00","Penn St.","The Pennsylvania State University"
"1941-1950","41","659.50","360.80","288.70","0.00","10.00","Penn St.","The Pennsylvania State University"
"1951-1960","44","683.02","344.74","338.29","0.00","0.00","Penn St.","The Pennsylvania State University"
